what,kind,bundleId,bundleVersion,description,time
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1712072677008
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712072680091
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712072686017
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1712072687884
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712072689841
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712072691330
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1712072691793
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1712072708008
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1712072712165
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1712072717283
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712072720309
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712072730410
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712072735025
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712072737211
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712072742270
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712072750985
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712072757458
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712072758779
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1712072759125
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1712072761058
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1712072761312
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1712072766446
