what,kind,bundleId,bundleVersion,description,time
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1715247096402
java.vm.specification.version,sysinfo,,,"1.0",1715247096402
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1715247096402
java.vm.version,sysinfo,,,"19.0-b09",1715247096402
started,bundle,com.altera.sbtgui.integration,13.1.0.162,"com.altera.sbtgui.integration",1715247097158
started,bundle,com.altera.systemconsole,13.1.0.162,"com.altera.systemconsole",1715247097229
started,bundle,com.altera.utilities,13.1.0.162,"com.altera.utilities",1715247097461
started,bundle,com.altera.systemconsole.designs.plugin,13.1.0.162,"com.altera.systemconsole.designs.plugin",1715247097532
started,bundle,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch",1715247099951
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715247107851
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715247199499
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715247202113
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715247207283
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715247219886
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715247960689
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1715247965554
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715247969101
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715248002280
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715248026391
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715248060597
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1715248062657
started,bundle,com.altera.sbtgui.core,13.1.0.162,"com.altera.sbtgui.core",1715248063852
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1715248064298
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1715248064306
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1715248065269
