what,kind,bundleId,bundleVersion,description,time
os,sysinfo,,,"win32",1711177771552
arch,sysinfo,,,"x86",1711177771552
ws,sysinfo,,,"win32",1711177771552
locale,sysinfo,,,"en_US",1711177771552
processors,sysinfo,,,"16",1711177771552
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1711177771552
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1711177771552
java.specification.name,sysinfo,,,"Java Platform API Specification",1711177771552
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1711177771552
java.specification.version,sysinfo,,,"1.6",1711177771552
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1711177771552
java.version,sysinfo,,,"1.6.0_23",1711177771552
java.vm.info,sysinfo,,,"mixed mode",1711177771552
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1711177771552
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1711177771552
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1711177771552
java.vm.specification.version,sysinfo,,,"1.0",1711177771552
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1711177771552
java.vm.version,sysinfo,,,"19.0-b09",1711177771552
started,bundle,com.altera.sbtgui.core,13.1.0.162,"com.altera.sbtgui.core",1711177801786
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1711177801814
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1711177857585
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1711177861445
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1711177868758
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1711177872795
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1711177887542
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1711177890034
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1711177901733
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1711177903892
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1711177917068
